"","Year","Land_Ocean_Temp","CO2_Concentration","N2O_Concentration","CH4_Concentration","Year1","Entity","Population","GDP_PerCap","GDP_Rank","CO2_Share","CO2_Share_Rank","Year2","Entity1","CO2_Emissions","CO2_PerCap","CO2_PerCapRank","N2O_Emissions","N2O_PerCap","N2O_PerCapRank","Year3","Entity2","CH4_Emissions","CH4_PerCap","CH4_PerCapRank"
"4910","2013",14.57,396.52,326.53,1815.44,"2013","Portugal",1047.3,21647.04,"High",0.1366,"Less Than 0.5%","2013","Portugal",4808.194295,4.59103818867564,"High",NA,NA,NA,"2013","Portugal",NA,NA,NA
"4911","2014",14.64,398.65,327.61,1824.4,"2014","Portugal",1041.8,22074.3,"High",0.1351,"Less Than 0.5%","2014","Portugal",4795.577737,4.60316542234594,"High",NA,NA,NA,"2014","Portugal",NA,NA,NA
"4912","2015",14.83,400.83,328.51,1834.63,"2015","Portugal",1036.8,19242.37,"High",0.1472,"Less Than 0.5%","2015","Portugal",5219.520053,5.03425931037809,"High",NA,NA,NA,"2015","Portugal",NA,NA,NA
"4913","2016",14.89,404.24,329.29,1842.4,"2016","Portugal",1032.6,19978.4,"High",0.1409,"Less Than 0.5%","2016","Portugal",5027.479192,4.86875769126477,"High",NA,NA,NA,"2016","Portugal",NA,NA,NA
"4914","2017",14.81,406.55,NA,1849.63,"2017","Portugal",1028.9,21437.35,"High",0.1518,"Less Than 0.5%","2017","Portugal",5486.355558,5.33225343376422,"High",NA,NA,NA,"2017","Portugal",NA,NA,NA
"4915","1955",13.77,314.71,290.1,1207.03,"1955","Qatar",3.6,NA,NA,0.0058,"Less Than 0.5%","1955","Qatar",41.7696,11.6026666666667,"Very High",NA,NA,NA,"1955","Qatar",NA,NA,NA
"4916","1956",13.72,315.34,NA,NA,"1956","Qatar",3.8,NA,NA,0.0065,"Less Than 0.5%","1956","Qatar",50.5632,13.3061052631579,"Very High",NA,NA,NA,"1956","Qatar",NA,NA,NA
"4917","1957",13.97,315.34,NA,NA,"1957","Qatar",3.9,NA,NA,0.0039,"Less Than 0.5%","1957","Qatar",31.144,7.98564102564103,"Very High",NA,NA,NA,"1957","Qatar",NA,NA,NA
"4918","1958",14.03,315.34,NA,NA,"1958","Qatar",4.2,NA,NA,0.0021,"Less Than 0.5%","1958","Qatar",16.8544,4.01295238095238,"Very High",NA,NA,NA,"1958","Qatar",NA,NA,NA
"4919","1959",13.98,315.97,NA,NA,"1959","Qatar",4.4,NA,NA,0.002,"Less Than 0.5%","1959","Qatar",18.32,4.16363636363636,"Very High",NA,NA,NA,"1959","Qatar",NA,NA,NA
"4920","1960",13.95,316.91,291.4,1262.97,"1960","Qatar",4.7,NA,NA,0.0019,"Less Than 0.5%","1960","Qatar",17.5872,3.74195744680851,"Very High",NA,NA,NA,"1960","Qatar",NA,NA,NA
"4921","1961",14,317.64,NA,NA,"1961","Qatar",5.1,NA,NA,0.0017,"Less Than 0.5%","1961","Qatar",16.1216,3.16109803921569,"High",NA,NA,NA,"1961","Qatar",NA,NA,NA
"4922","1962",14.01,318.45,NA,NA,"1962","Qatar",5.6,NA,NA,0.0019,"Less Than 0.5%","1962","Qatar",19.0528,3.40228571428571,"High",NA,NA,NA,"1962","Qatar",NA,NA,NA
"4923","1963",14.02,318.99,NA,NA,"1963","Qatar",6.2,NA,NA,0.0591,"Less Than 0.5%","1963","Qatar",613.3536,98.928,"Very High",NA,NA,NA,"1963","Qatar",NA,NA,NA
"4924","1964",13.76,319.62,NA,NA,"1964","Qatar",6.8,NA,NA,0.0572,"Less Than 0.5%","1964","Qatar",626.9104,92.1927058823529,"Very High",NA,NA,NA,"1964","Qatar",NA,NA,NA
"4925","1965",13.83,320.04,292.9,1328.47,"1965","Qatar",7.4,NA,NA,0.0548,"Less Than 0.5%","1965","Qatar",628.7424,84.9651891891892,"Very High",NA,NA,NA,"1965","Qatar",NA,NA,NA
"4926","1966",13.89,321.38,NA,NA,"1966","Qatar",8,NA,NA,0.0521,"Less Than 0.5%","1966","Qatar",627.2768,78.4096,"Very High",NA,NA,NA,"1966","Qatar",NA,NA,NA
"4927","1967",13.9,322.16,NA,NA,"1967","Qatar",8.6,NA,NA,0.0538,"Less Than 0.5%","1967","Qatar",668.3136,77.7108837209302,"Very High",NA,NA,NA,"1967","Qatar",NA,NA,NA
"4928","1968",13.87,323.04,NA,NA,"1968","Qatar",9.3,NA,NA,0.0542,"Less Than 0.5%","1968","Qatar",707.5184,76.077247311828,"Very High",NA,NA,NA,"1968","Qatar",NA,NA,NA
"4929","1969",14.01,324.62,NA,NA,"1969","Qatar",10.1,NA,NA,0.0518,"Less Than 0.5%","1969","Qatar",716.657599,70.9561979207921,"Very High",NA,NA,NA,"1969","Qatar",NA,NA,NA
"4930","1970",13.96,325.68,294.9,1403.19,"1970","Qatar",11,2755.73,"Very High",0.0509,"Less Than 0.5%","1970","Qatar",756.145594,68.7405085454545,"Very High",6.138868,0.558078909090909,"High","1970","Qatar",477.599,43.4180909090909,"Very High"
"4931","1971",13.83,326.32,NA,NA,"1971","Qatar",11.9,3246.69,"Very High",0.0593,"Less Than 0.5%","1971","Qatar",914.430394,76.8428902521008,"Very High",7.169866,0.60250974789916,"High","1971","Qatar",570.204,47.9163025210084,"Very High"
"4932","1972",13.94,327.45,NA,NA,"1972","Qatar",13.1,3910.04,"Very High",0.0672,"Less Than 0.5%","1972","Qatar",1077.540798,82.2550227480916,"Very High",8.32070999999999,0.635168702290075,"High","1972","Qatar",674.702,51.5039694656489,"Very High"
"4933","1973",14.09,329.68,NA,NA,"1973","Qatar",14.2,5583.42,"Very High",0.0737,"Less Than 0.5%","1973","Qatar",1245.718398,87.7266477464789,"Very High",9.42282199999999,0.663579014084506,"High","1973","Qatar",748.303,52.6973943661972,"Very High"
"4934","1974",13.84,330.18,NA,NA,"1974","Qatar",15.4,15632,"Very High",0.0619,"Less Than 0.5%","1974","Qatar",1047.853483,68.042433961039,"Very High",10.9462239999999,0.71079376623376,"High","1974","Qatar",639.548,41.5290909090909,"Very High"
"4935","1975",13.91,331.11,297.4,1483.57,"1975","Qatar",16.4,15292.02,"Very High",0.0651,"Less Than 0.5%","1975","Qatar",1094.737825,66.752306402439,"Very High",23.209793,1.4152312804878,"Very High","1975","Qatar",575.776,35.1082926829268,"Very High"
"4936","1976",13.83,332.04,NA,NA,"1976","Qatar",17.4,18905.61,"Very High",0.0583,"Less Than 0.5%","1976","Qatar",1037.489663,59.6258427011494,"Very High",24.345819,1.399185,"Very High","1976","Qatar",575.332,33.0650574712644,"Very High"
"4937","1977",14.11,333.83,NA,NA,"1977","Qatar",18.2,19842.14,"Very High",0.054,"Less Than 0.5%","1977","Qatar",991.602872,54.4836742857143,"Very High",21.564406,1.18485747252747,"Very High","1977","Qatar",501.463,27.5529120879121,"Very High"
"4938","1978",14.02,335.4,298.82,1532.77,"1978","Qatar",19.2,21109.56,"Very High",0.0567,"Less Than 0.5%","1978","Qatar",1051.900621,54.7864906770833,"Very High",26.5862199999999,1.38469895833333,"Very High","1978","Qatar",564.655,29.4091145833333,"Very High"
"4939","1979",14.13,336.84,300.04,1549.53,"1979","Qatar",20.5,27455.15,"Very High",0.0732,"Less Than 0.5%","1979","Qatar",1434.2443,69.9631365853658,"Very High",47.09272,2.29720585365854,"Very High","1979","Qatar",512.853,25.0172195121951,"Very High"
"4940","1980",14.18,338.75,300.65,1566.28,"1980","Qatar",22.4,35008.83,"Very High",0.0675,"Less Than 0.5%","1980","Qatar",1308.169304,58.4004153571429,"Very High",55.81302,2.49165267857143,"Very High","1980","Qatar",422.464,18.86,"Very High"
"4941","1981",14.22,340.11,301.23,1583.48,"1981","Qatar",24.8,34926.14,"Very High",0.0683,"Less Than 0.5%","1981","Qatar",1284.068357,51.7769498790323,"Very High",51.9962999999999,2.096625,"Very High","1981","Qatar",325.115,13.1094758064516,"Very High"
"4942","1982",14.09,341.45,303.56,1600.69,"1982","Qatar",27.7,27402.56,"Very High",0.0662,"Less Than 0.5%","1982","Qatar",1233.490629,44.5303476173285,"Very High",115.53886,4.17107797833935,"Very High","1982","Qatar",326.389,11.7829963898917,"Very High"
"4943","1983",14.26,343.05,303.78,1617.89,"1983","Qatar",30.9,20909.98,"Very High",0.0606,"Less Than 0.5%","1983","Qatar",1124.256057,36.3836911650485,"Very High",118.82269,3.84539449838188,"Very High","1983","Qatar",281.815,9.12022653721683,"Very High"
"4944","1984",14.07,344.65,304.02,1635.09,"1984","Qatar",34.1,19645.31,"Very High",0.064,"Less Than 0.5%","1984","Qatar",1229.802543,36.0645907038123,"Very High",127.80215,3.74786363636364,"Very High","1984","Qatar",421.861,12.3712903225806,"Very High"
"4945","1985",14.06,346.12,304.54,1652.29,"1985","Qatar",37.1,16590.62,"Very High",0.0625,"Less Than 0.5%","1985","Qatar",1237.780812,33.3633642048517,"Very High",113.06754,3.04764258760108,"Very High","1985","Qatar",378.331,10.1976010781671,"Very High"
"4946","1986",14.14,347.42,305.37,1669.49,"1986","Qatar",39.8,12704.33,"Very High",0.065,"Less Than 0.5%","1986","Qatar",1326.698232,33.3341264321608,"Very High",130.669959999999,3.28316482412058,"Very High","1986","Qatar",398.727,10.0182663316583,"Very High"
"4947","1987",14.28,349.19,305.55,1680.66,"1987","Qatar",42.2,12901.7,"Very High",0.0549,"Less Than 0.5%","1987","Qatar",1147.051998,27.1813269668246,"Very High",128.87785,3.05397748815166,"Very High","1987","Qatar",395.606,9.37454976303318,"Very High"
"4948","1988",14.29,351.57,306.49,1698.83,"1988","Qatar",44.4,13611.63,"Very High",0.0549,"Less Than 0.5%","1988","Qatar",1189.766084,26.7965334234234,"Very High",136.54384,3.07531171171171,"Very High","1988","Qatar",409.667,9.22673423423423,"Very High"
"4949","1989",14.19,353.12,307.48,1710.52,"1989","Qatar",46.2,14052.53,"Very High",0.0645,"Less Than 0.5%","1989","Qatar",1429.23697,30.9358651515151,"Very High",137.4974,2.9761341991342,"Very High","1989","Qatar",434.391,9.4024025974026,"Very High"
"4950","1990",14.35,354.39,308.78,1709.33,"1990","Qatar",47.6,15454.08,"Very High",0.0529,"Less Than 0.5%","1990","Qatar",1174.365728,24.671548907563,"Very High",133.85428,2.81206470588235,"Very High","1990","Qatar",439.954,9.24273109243698,"Very High"
"4951","1991",14.29,355.61,309.57,1729.07,"1991","Qatar",48.7,14124.29,"Very High",0.0787,"Less Than 0.5%","1991","Qatar",1764.527108,36.232589486653,"Very High",140.21517,2.87916160164271,"Very High","1991","Qatar",459.394,9.43314168377823,"Very High"
"4952","1992",14.14,356.45,310,1731.05,"1992","Qatar",49.5,15434.46,"Very High",0.1204,"Less Than 0.5%","1992","Qatar",2673.274572,54.0055469090909,"Very High",145.46502,2.93868727272727,"Very High","1992","Qatar",482.764,9.75280808080808,"Very High"
"4953","1993",14.18,357.1,310.25,1735.65,"1993","Qatar",50.1,14270.97,"Very High",0.1383,"Less Than 0.5%","1993","Qatar",3064.788904,61.1734312175649,"Very High",146.34201,2.92099820359281,"Very High","1993","Qatar",490.027,9.78097804391217,"Very High"
"4954","1994",14.24,358.83,310.98,1741.66,"1994","Qatar",50.7,14544.09,"Very High",0.1338,"Less Than 0.5%","1994","Qatar",3015.477394,59.4768716765286,"Very High",152.79807,3.01376863905325,"Very High","1994","Qatar",500.992,9.88149901380671,"Very High"
"4955","1995",14.37,360.82,311.78,1747.1,"1995","Qatar",51.3,15849.72,"Very High",0.1379,"Less Than 0.5%","1995","Qatar",3171.714654,61.826796374269,"Very High",158.1527,3.08289863547758,"Very High","1995","Qatar",503.404,9.81294346978557,"Very High"
"4956","1996",14.22,362.61,312.81,1749.86,"1996","Qatar",52.3,17337.42,"Very High",0.1369,"Less Than 0.5%","1996","Qatar",3220.376372,61.5750740344168,"Very High",156.98431,3.0016120458891,"Very High","1996","Qatar",572.073,10.9382982791587,"Very High"
"4957","1997",14.41,363.73,313.53,1753.94,"1997","Qatar",53.5,21104.72,"Very High",0.1564,"Less Than 0.5%","1997","Qatar",3739.352697,69.8944429345794,"Very High",93,1.73831775700935,"Very High","1997","Qatar",860.323,16.0808037383178,"Very High"
"4958","1998",14.55,366.7,314.2,1762.43,"1998","Qatar",55.2,18593.55,"Very High",0.1345,"Less Than 0.5%","1998","Qatar",3227.104334,58.4620350362319,"Very High",62,1.1231884057971,"Very High","1998","Qatar",944.669,17.1135688405797,"Very High"
"4959","1999",14.34,368.38,315.15,1772.33,"1999","Qatar",57,21723.7,"Very High",0.1307,"Less Than 0.5%","1999","Qatar",3127.107457,54.8615343333333,"Very High",62,1.08771929824561,"Very High","1999","Qatar",1177.41,20.6563157894737,"Very High"
"4960","2000",14.33,369.55,316.14,1774.07,"2000","Qatar",59.2,29976.12,"Very High",0.1407,"Less Than 0.5%","2000","Qatar",3456.615038,58.3887675337838,"Very High",31,0.523648648648649,"High","2000","Qatar",1325.82,22.3956081081081,"Very High"
"4961","2001",14.47,371.14,316.89,1772.95,"2001","Qatar",61.5,28517.27,"Very High",0.164,"Less Than 0.5%","2001","Qatar",4121.453438,67.0155030569106,"Very High",22.25738,0.361908617886179,"Low","2001","Qatar",1345.9,21.8845528455285,"Very High"
"4962","2002",14.52,373.28,317.47,1773.14,"2002","Qatar",64.1,30214.86,"Very High",0.1597,"Less Than 0.5%","2002","Qatar",4070.193577,63.4975597035882,"Very High",22.072434,0.344343744149766,"Low","2002","Qatar",1422.35,22.1895475819033,"Very High"
"4963","2003",14.54,375.8,318.21,1777.41,"2003","Qatar",68.2,34517.76,"Very High",0.1537,"Less Than 0.5%","2003","Qatar",4129.935696,60.5562418768328,"Very High",24.397186,0.35773,"Low","2003","Qatar",1544.21,22.6423753665689,"Very High"
"4964","2004",14.48,377.52,318.93,1775.44,"2004","Qatar",75.3,42124.83,"Very High",0.1515,"Less Than 0.5%","2004","Qatar",4271.032998,56.7202257370518,"Very High",25.334254,0.33644427622842,"Low","2004","Qatar",1802.89,23.9427622841966,"Very High"
"4965","2005",14.57,379.8,319.6,1774.55,"2005","Qatar",86.5,51455.59,"Very High",0.1733,"Less Than 0.5%","2005","Qatar",5069.007909,58.6012475028902,"Very High",26.521678,0.306608994219653,"Low","2005","Qatar",1879.98,21.7338728323699,"Very High"
"4966","2006",14.54,381.9,320.37,1776.4,"2006","Qatar",102.3,59530.15,"Very High",0.2087,"Less Than 0.5%","2006","Qatar",6319.616743,61.7753347311828,"Very High",28.198995,0.27565,"Low","2006","Qatar",2085.02,20.3814271749756,"Very High"
"4967","2007",14.52,383.79,321.14,1781.75,"2007","Qatar",121.8,65421.75,"Very High",0.2037,"Less Than 0.5%","2007","Qatar",6289.942793,51.6415664449918,"Very High",29.426161,0.241594096880131,"Very Low","2007","Qatar",2387.06,19.5981937602627,"Very High"
"4968","2008",14.44,385.6,322.11,1789.94,"2008","Qatar",143.7,80234.47,"Very High",0.2016,"Less Than 0.5%","2008","Qatar",6425.709611,44.7161420389701,"Very High",28.896557,0.20108947112039,"Very Low","2008","Qatar",2846.68,19.8098816979819,"Very High"
"4969","2009",14.55,387.43,322.88,1793.63,"2009","Qatar",165.5,59094.44,"Very High",0.2176,"Less Than 0.5%","2009","Qatar",6859.689143,41.4482727673716,"Very High",31.14322,0.188176555891239,"Very Low","2009","Qatar",3154.32,19.059335347432,"Very High"
"4970","2010",14.62,389.9,323.7,1796.84,"2010","Qatar",185.6,67403.16,"Very High",0.2175,"Less Than 0.5%","2010","Qatar",7191.991152,38.7499523275862,"Very High",33.2357199999999,0.179071767241379,"Very Low","2010","Qatar",4031.77,21.7228987068966,"Very High"
"4971","2011",14.48,391.65,324.61,1803.42,"2011","Qatar",203.6,82409.58,"Very High",0.2318,"Less Than 0.5%","2011","Qatar",7964.757321,39.1196332072692,"Very High",33.5680772,0.164872677799607,"Very Low","2011","Qatar",4072.0877,20.0004307465619,"Very High"
"4972","2012",14.54,393.85,325.58,1810.33,"2012","Qatar",219.6,85076.15,"Very High",0.267,"Less Than 0.5%","2012","Qatar",9321.942062,42.4496450910747,"Very High",33.9004344,0.15437356284153,"Very Low","2012","Qatar",4112.4054,18.7268005464481,"Very High"
"4973","2013",14.57,396.52,326.53,1815.44,"2013","Qatar",233.7,85050.91,"Very High",0.239,"Less Than 0.5%","2013","Qatar",8415.251238,36.0087772272144,"Very High",NA,NA,NA,"2013","Qatar",NA,NA,NA
"4974","2014",14.64,398.65,327.61,1824.4,"2014","Qatar",245.9,83858.53,"Very High",0.301,"Less Than 0.5%","2014","Qatar",10687.12021,43.4612452623018,"Very High",NA,NA,NA,"2014","Qatar",NA,NA,NA
"4975","2015",14.83,400.83,328.51,1834.63,"2015","Qatar",256.6,63039.02,"Very High",0.3399,"Less Than 0.5%","2015","Qatar",12054.72106,46.9786479345285,"Very High",NA,NA,NA,"2015","Qatar",NA,NA,NA
"4976","2016",14.89,404.24,329.29,1842.4,"2016","Qatar",265.4,57163.06,"Very High",0.3327,"Less Than 0.5%","2016","Qatar",11868.97899,44.7210964204974,"Very High",NA,NA,NA,"2016","Qatar",NA,NA,NA
"4977","2017",14.81,406.55,NA,1849.63,"2017","Qatar",272.5,61264.4,"Very High",0.359,"Less Than 0.5%","2017","Qatar",12980.33209,47.6342462018349,"Very High",NA,NA,NA,"2017","Qatar",NA,NA,NA
"4978","1955",13.77,314.71,290.1,1207.03,"1955","Romania",1748.4,NA,NA,0.5069,"0.5% to 1%","1955","Romania",3679.0224,2.10422237474262,"High",NA,NA,NA,"1955","Romania",NA,NA,NA
"4979","1956",13.72,315.34,NA,NA,"1956","Romania",1772.7,NA,NA,0.528,"0.5% to 1%","1956","Romania",4078.7648,2.30087708016021,"High",NA,NA,NA,"1956","Romania",NA,NA,NA
"4980","1957",13.97,315.34,NA,NA,"1957","Romania",1796.8,NA,NA,0.5768,"0.5% to 1%","1957","Romania",4593.9232,2.55672484416741,"High",NA,NA,NA,"1957","Romania",NA,NA,NA
"4981","1958",14.03,315.34,NA,NA,"1958","Romania",1820.3,NA,NA,0.6062,"0.5% to 1%","1958","Romania",4980.4752,2.73607383398341,"High",NA,NA,NA,"1958","Romania",NA,NA,NA
"4982","1959",13.98,315.97,NA,NA,"1959","Romania",1842,NA,NA,0.5634,"0.5% to 1%","1959","Romania",5064.327023,2.74936320466884,"High",NA,NA,NA,"1959","Romania",NA,NA,NA
"4983","1960",13.95,316.91,291.4,1262.97,"1960","Romania",1861.4,NA,NA,0.5674,"0.5% to 1%","1960","Romania",5339.41319,2.86849317180617,"High",NA,NA,NA,"1960","Romania",NA,NA,NA
"4984","1961",14,317.64,NA,NA,"1961","Romania",1878,NA,NA,0.5895,"0.5% to 1%","1961","Romania",5571.606784,2.96677677529286,"High",NA,NA,NA,"1961","Romania",NA,NA,NA
"4985","1962",14.01,318.45,NA,NA,"1962","Romania",1892.4,NA,NA,0.6486,"0.5% to 1%","1962","Romania",6381.279466,3.37205636546185,"High",NA,NA,NA,"1962","Romania",NA,NA,NA
"4986","1963",14.02,318.99,NA,NA,"1963","Romania",1906,NA,NA,0.6692,"0.5% to 1%","1963","Romania",6945.545275,3.64404264165792,"High",NA,NA,NA,"1963","Romania",NA,NA,NA
"4987","1964",13.76,319.62,NA,NA,"1964","Romania",1920.7,NA,NA,0.6567,"0.5% to 1%","1964","Romania",7203.702753,3.75056112511064,"High",NA,NA,NA,"1964","Romania",NA,NA,NA
"4988","1965",13.83,320.04,292.9,1328.47,"1965","Romania",1938,NA,NA,0.6858,"0.5% to 1%","1965","Romania",7863.691081,4.05763213673891,"High",NA,NA,NA,"1965","Romania",NA,NA,NA
"4989","1966",13.89,321.38,NA,NA,"1966","Romania",1958.2,NA,NA,0.6981,"0.5% to 1%","1966","Romania",8409.067528,4.2942843059953,"High",NA,NA,NA,"1966","Romania",NA,NA,NA
"4990","1967",13.9,322.16,NA,NA,"1967","Romania",1981.1,NA,NA,0.7403,"0.5% to 1%","1967","Romania",9202.875061,4.64533595527737,"High",NA,NA,NA,"1967","Romania",NA,NA,NA
"4991","1968",13.87,323.04,NA,NA,"1968","Romania",2005.6,NA,NA,0.7661,"0.5% to 1%","1968","Romania",10007.93996,4.98999798564021,"High",NA,NA,NA,"1968","Romania",NA,NA,NA
"4992","1969",14.01,324.62,NA,NA,"1969","Romania",2030.5,NA,NA,0.8055,"0.5% to 1%","1969","Romania",11152.74383,5.49260961832061,"High",NA,NA,NA,"1969","Romania",NA,NA,NA
"4993","1970",13.96,325.68,294.9,1403.19,"1970","Romania",2054.9,NA,NA,0.8082,"0.5% to 1%","1970","Romania",11998.14839,5.83879915810988,"High",1805.9701,0.878860333836196,"High","1970","Romania",3242.47,1.57792106671858,"High"
"4994","1971",13.83,326.32,NA,NA,"1971","Romania",2078.4,NA,NA,0.8156,"0.5% to 1%","1971","Romania",12568.14524,6.04702908006159,"High",1948.04,0.937278675904542,"High","1971","Romania",3320.81,1.59777232486528,"High"
"4995","1972",13.94,327.45,NA,NA,"1972","Romania",2101.1,NA,NA,0.8254,"0.5% to 1%","1972","Romania",13225.42083,6.29452231212222,"High",1992.2584,0.948197801151778,"High","1972","Romania",3401.69,1.61900433106468,"High"
"4996","1973",14.09,329.68,NA,NA,"1973","Romania",2123.3,NA,NA,0.8569,"0.5% to 1%","1973","Romania",14476.50456,6.81792707577827,"High",2084.44,0.981698299816324,"High","1973","Romania",3511.97,1.65401497668723,"High"
"4997","1974",13.84,330.18,NA,NA,"1974","Romania",2145,NA,NA,0.8906,"0.5% to 1%","1974","Romania",15072.03094,7.02658785081585,"High",2193.8545,1.02277599067599,"High","1974","Romania",3571,1.66480186480186,"High"
"4998","1975",13.91,331.11,297.4,1483.57,"1975","Romania",2166.6,NA,NA,0.9629,"0.5% to 1%","1975","Romania",16200.643,7.47744992153605,"Very High",2404.6266,1.10986181113265,"High","1975","Romania",3642.55,1.68122865318933,"High"
"4999","1976",13.83,332.04,NA,NA,"1976","Romania",2187.9,NA,NA,0.9801,"0.5% to 1%","1976","Romania",17447.19775,7.97440365190365,"Very High",2353.1046,1.07550829562594,"High","1976","Romania",3747.21,1.71269710681475,"High"
"5000","1977",14.11,333.83,NA,NA,"1977","Romania",2208.8,NA,NA,0.9702,"0.5% to 1%","1977","Romania",17807.66858,8.06214622419413,"Very High",2394.6198,1.08412703730532,"High","1977","Romania",3871.83,1.75291108294096,"High"
"5001","1978",14.02,335.4,298.82,1532.77,"1978","Romania",2228.6,NA,NA,1.0427,"1% to 5%","1978","Romania",19353.93927,8.6843485910437,"Very High",2593.6088,1.16378390020641,"High","1978","Romania",3914.24,1.7563672260612,"High"
"5002","1979",14.13,336.84,300.04,1549.53,"1979","Romania",2246.3,NA,NA,0.9986,"0.5% to 1%","1979","Romania",19567.64201,8.71105462760985,"Very High",2627.3616,1.16963967413079,"High","1979","Romania",3959.29,1.76258291412545,"High"
"5003","1980",14.18,338.75,300.65,1566.28,"1980","Romania",2261.6,NA,NA,1.012,"1% to 5%","1980","Romania",19619.90461,8.67523196409622,"Very High",2520.1636,1.11432773257871,"High","1980","Romania",3992.55,1.76536522815706,"High"
"5004","1981",14.22,340.11,301.23,1583.48,"1981","Romania",2273.7,NA,NA,1.0525,"1% to 5%","1981","Romania",19773.02212,8.6964076703171,"Very High",2669.0225,1.17386748471654,"Very High","1981","Romania",4073.33,1.79149843866825,"High"
"5005","1982",14.09,341.45,303.56,1600.69,"1982","Romania",2283.1,NA,NA,1.0488,"1% to 5%","1982","Romania",19532.92,8.55543778196312,"Very High",2705.4351,1.184983180763,"Very High","1982","Romania",4076.32,1.78543208795059,"High"
"5006","1983",14.26,343.05,303.78,1617.89,"1983","Romania",2290.7,NA,NA,1.0788,"1% to 5%","1983","Romania",20011.63921,8.73603667437901,"Very High",2678.214,1.16916837647881,"Very High","1983","Romania",4915.98,2.14606015628411,"Very High"
"5007","1984",14.07,344.65,304.02,1635.09,"1984","Romania",2298.4,NA,NA,0.9826,"0.5% to 1%","1984","Romania",18881.66075,8.21513259223808,"Very High",2794.3431,1.21577754089802,"Very High","1984","Romania",4249.89,1.84906456665506,"High"
"5008","1985",14.06,346.12,304.54,1652.29,"1985","Romania",2307.1,NA,NA,0.9797,"0.5% to 1%","1985","Romania",19390.68825,8.40478880412639,"Very High",2796.6123,1.21217645529019,"Very High","1985","Romania",4307.11,1.86689350266568,"Very High"
"5009","1986",14.14,347.42,305.37,1669.49,"1986","Romania",2317.5,NA,NA,0.9886,"0.5% to 1%","1986","Romania",20164.12836,8.70081051132686,"Very High",2612.9187,1.12747300970874,"Very High","1986","Romania",4219.55,1.82073354908306,"High"
"5010","1987",14.28,349.19,305.55,1680.66,"1987","Romania",2328.8,1673.84,"Low",1.012,"1% to 5%","1987","Romania",21163.16103,9.08758202937135,"Very High",2547.6358,1.09396934043284,"High","1987","Romania",4198.09,1.80268378564067,"High"
"5011","1988",14.29,351.57,306.49,1698.83,"1988","Romania",2339.4,1769.89,"Low",0.9788,"0.5% to 1%","1988","Romania",21222.16319,9.07162656664102,"Very High",2537.5949,1.08472039839275,"Very High","1988","Romania",4205.99,1.79789262203984,"High"
"5012","1989",14.19,353.12,307.48,1710.52,"1989","Romania",2346.6,1817.9,"Low",0.9641,"0.5% to 1%","1989","Romania",21359.94324,9.10250713372539,"Very High",2558.0301,1.0901006136538,"Very High","1989","Romania",4003.11,1.70591920225006,"High"
"5013","1990",14.35,354.39,308.78,1709.33,"1990","Romania",2348.9,1680.71,"Low",0.7719,"0.5% to 1%","1990","Romania",17123.17883,7.28987135680531,"High",2212.687,0.942009876963685,"High","1990","Romania",3740.58,1.59248158712589,"High"
"5014","1991",14.29,355.61,309.57,1729.07,"1991","Romania",2345.7,1260.75,"Low",0.6285,"0.5% to 1%","1991","Romania",14096.67585,6.00958172400563,"High",1759.5166,0.750102996973185,"High","1991","Romania",3294.09,1.4043100140683,"High"
"5015","1992",14.14,356.45,310,1731.05,"1992","Romania",2337.6,1102.1,"Low",0.587,"0.5% to 1%","1992","Romania",13028.60474,5.57349620978782,"High",1896.1212,0.811140143737166,"High","1992","Romania",2956.68,1.26483572895277,"High"
"5016","1993",14.18,357.1,310.25,1735.65,"1993","Romania",2325.7,1158.13,"Low",0.549,"0.5% to 1%","1993","Romania",12162.71896,5.22970243797566,"High",1815.2019,0.780497011652406,"High","1993","Romania",2737.46,1.1770477705637,"High"
"5017","1994",14.24,358.83,310.98,1741.66,"1994","Romania",2311.6,1323.1,"Low",0.5311,"0.5% to 1%","1994","Romania",11967.07475,5.17696606246755,"High",1608.0568,0.695646651669839,"High","1994","Romania",2894.99,1.25237497836996,"High"
"5018","1995",14.37,360.82,311.78,1747.1,"1995","Romania",2296.5,1650.28,"Low",0.5426,"0.5% to 1%","1995","Romania",12483.69308,5.43596476377096,"High",1713.6056,0.746181406488134,"High","1995","Romania",2841.01,1.23710428913564,"High"
"5019","1996",14.22,362.61,312.81,1749.86,"1996","Romania",2280.6,1633.01,"Low",0.5453,"0.5% to 1%","1996","Romania",12827.76317,5.62473172410769,"High",1737.8693,0.762022844865386,"High","1996","Romania",2927.69,1.28373673594668,"High"
"5020","1997",14.41,363.73,313.53,1753.94,"1997","Romania",2263.8,1577.32,"Low",0.4987,"Less Than 0.5%","1997","Romania",11926.58917,5.26839348440675,"High",1500.1396,0.662664369643961,"High","1997","Romania",2750.45,1.21497040374591,"High"
"5021","1998",14.55,366.7,314.2,1762.43,"1998","Romania",2246.6,1852.47,"Low",0.4368,"Less Than 0.5%","1998","Romania",10475.56591,4.66285316033117,"High",1262.8098,0.562098192824713,"High","1998","Romania",2611.61,1.16247218018339,"High"
"5022","1999",14.34,368.38,315.15,1772.33,"1999","Romania",2229.8,1599.89,"Low",0.3706,"Less Than 0.5%","1999","Romania",8868.229825,3.97714136918109,"High",1241.8228,0.556921158848327,"High","1999","Romania",2522.76,1.13138398062607,"High"
